-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,31,32,32,32,32,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,41,42,42,42,42,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,31,32,55,42,42,42,42,43,-1,-1,-1,-1,-1,-1,-1,31,32,32,32,33,-1,-1,-1
-1,-1,41,42,42,42,42,42,42,43,-1,-1,-1,-1,-1,-1,-1,41,44,52,45,54,33,-1,-1
-1,-1,51,45,42,42,42,42,42,54,32,32,32,33,-1,-1,-1,41,43,-1,51,45,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,43,-1,-1,-1,41,43,-1,-1,41,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,54,32,32,32,55,43,-1,-1,41,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,54,32,32,55,43,-1,-1
-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1,-1
-1,31,32,55,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1,-1
-1,41,42,42,42,42,44,52,52,45,42,42,42,42,42,42,42,42,42,42,42,42,54,33,-1
-1,41,44,52,52,52,53,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,43,-1,-1,-1,-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,43,-1,-1,-1,-1,-1,-1,41,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,41,54,32,32,32,32,32,32,55,42,42,42,42,42,42,42,42,42,42,42,42,42,43,-1
-1,51,52,52,52,52,52,52,52,52,52,52,45,42,42,42,42,42,44,52,52,52,45,43,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,52,52,52,52,52,53,-1,-1,-1,51,53,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
